,product_uid,material
39778,101608.0,Fiberglass
39871,101610.0,No Shelf
39872,101610.0,Glass
39975,101613.0,Steel
40017,101615.0,Other
40033,101616.0,Zinc
40110,101619.0,Fabric
40137,101620.0,Polypropylene
40153,101621.0,Metal
40155,101621.0,Metal
40252,101623.0,Stainless Steel
40311,101626.0,Plastic
40334,101627.0,Resin
40535,101634.0,Wire
40536,101634.0,Glass
40630,101638.0,Brass
40716,101641.0,Vitreous China
40744,101642.0,Steel
40757,101643.0,Plastic
40770,101644.0,Plastic
40791,101645.0,Acrylic
40834,101647.0,Steel
40889,101649.0,Plastic
40917,101650.0,Polyurethane
41000,101653.0,Cement
41011,101653.0,Diamond
41042,101655.0,Metal
41076,101657.0,Steel
41162,101660.0,Aluminum
41181,101661.0,Plastic
41204,101662.0,Steel
41233,101664.0,Porcelain
41252,101664.0,Particle Board
41271,101664.0,Porcelain
41321,101666.0,Metal
41400,101669.0,Metal
41426,101671.0,Plastic
41447,101672.0,Foam
41688,101681.0,PVC
41710,101682.0,Steel
41731,101683.0,Metal
41844,101687.0,Steel
41893,101689.0,Metal
41908,101690.0,Aluminum
41924,101691.0,Concrete
42037,101694.0,Zinc
42055,101695.0,Plastic
42113,101697.0,Stone
42131,101698.0,Plastic
42154,101699.0,Wood
42176,101700.0,Steel
42274,101705.0,Steel
42304,101706.0,Polypropelene
42310,101706.0,0
42311,101706.0,Synthetic
42322,101707.0,High Density Fiberboard (HDF)
42338,101708.0,Wood
42360,101709.0,Vinyl
42382,101710.0,Plastic
42489,101713.0,Olefin
42494,101713.0,0
42497,101714.0,Steel
42523,101715.0,Wood
42541,101716.0,Concrete
42575,101718.0,Aluminum
42684,101722.0,Metal
42769,101727.0,Polyester
42805,101729.0,Steel
42825,101730.0,Plastic
42843,101731.0,Zinc
42879,101733.0,Vitreous China
42937,101736.0,Aluminum
42984,101738.0,Steel
43076,101742.0,Aluminum
43105,101743.0,Plastic
43152,101744.0,Glass
43233,101747.0,Vinyl
43340,101751.0,Steel
43391,101754.0,Metal
43448,101755.0,Solid Brass
43486,101756.0,Steel
43534,101758.0,Ceramic
43603,101761.0,Steel
43644,101763.0,Polypropylene
43813,101768.0,PVC
43835,101769.0,Steel
43867,101770.0,Fabric
43898,101771.0,Composite
43924,101772.0,Other Wood
43967,101774.0,Plastic
43985,101775.0,Wood
43986,101775.0,Wood
43994,101775.0,Other Wood
44066,101778.0,Metal
44093,101779.0,Wood
44147,101781.0,Steel
44171,101782.0,Steel
44208,101784.0,Plastic
44302,101787.0,"Poplar solids, Veneers, Engineered Wood"
44347,101788.0,Fiberglass
44365,101789.0,Porcelain-Coated Steel
44447,101792.0,Plastic
44459,101793.0,Wood
44553,101797.0,Steel
44570,101798.0,Wood
44597,101799.0,Metal
44628,101800.0,Synthetic
44641,101801.0,Wood
44666,101802.0,Steel
44691,101803.0,Steel
44693,101803.0,Polyester
44702,101804.0,Wood
44712,101804.0,Carbide
44747,101806.0,Solid Brass
44781,101807.0,Painted Steel
44817,101808.0,Metal
44881,101810.0,Metal
44907,101811.0,Cross-Linked Polyethylene (PEX)
44938,101812.0,Vinyl
45045,101816.0,Wood
45082,101818.0,Fabric
45121,101820.0,Nickel
45322,101829.0,Fiberglass
45348,101830.0,Plastic
45374,101831.0,Steel
45388,101832.0,Plastic
45433,101834.0,Sand
45492,101835.0,No Shelf
45493,101835.0,Glass
45552,101839.0,Bi-Metal
45560,101839.0,Wood
45579,101840.0,High Density Fiberboard (HDF)
45614,101842.0,Wood
45694,101845.0,Ceramic
45706,101846.0,Metal
45721,101847.0,Solid Brass
45756,101849.0,Brass
45760,101849.0,Metal
45871,101852.0,Other
45886,101853.0,Multi-Purpose
45889,101853.0,Brass
45921,101854.0,Glass
45936,101855.0,Metal
46051,101859.0,Concrete
46108,101862.0,Polyethylene
46116,101863.0,Aluminum
46130,101863.0,Rubber
46198,101866.0,Wood
46208,101866.0,Carbide
46237,101867.0,Powder-Coated Steel
46264,101868.0,Wood
46294,101869.0,Stainless Steel
46327,101871.0,Fiberglass
46347,101872.0,Plastic
46364,101873.0,Stainless Steel
46375,101874.0,Black malleable iron
46380,101874.0,Iron
46428,101877.0,Plastic
46515,101880.0,Aluminized Alloy Steel
46541,101881.0,Aluminum
46562,101882.0,Aluminum
46709,101889.0,Steel
46776,101893.0,Solid Surface
46803,101894.0,Plastic
46829,101896.0,Plastic
46846,101897.0,Metal
46864,101898.0,Medium Density Fiberboard (MDF)
47036,101907.0,Resin
47106,101909.0,Fiberglass
47125,101910.0,PVC
47176,101912.0,Wrought Iron
47183,101912.0,Wrought Iron
47189,101913.0,Plastic
47206,101914.0,Acrylic
47247,101916.0,Composite
47275,101917.0,Stainless steel
47333,101918.0,Wire
47334,101918.0,Glass
47387,101921.0,Other
47412,101922.0,Other
47429,101923.0,Aluminum
47473,101925.0,Powder-Coated Steel
47613,101931.0,Glass
47673,101933.0,Composite
47709,101934.0,Synthetic
47716,101935.0,Plastic
47751,101937.0,Stone
47785,101939.0,Plastic
47799,101940.0,Steel
47822,101941.0,Galvanized Steel
47823,101941.0,Steel
47824,101941.0,Plastic/Metal
47887,101943.0,Powder-Coated Steel
47948,101945.0,Glass
47955,101946.0,Metal
47991,101949.0,Plastic
48025,101950.0,Brass
48061,101952.0,Plastic
48118,101954.0,Metal
48168,101956.0,Vitreous China
48215,101958.0,Wood
48358,101964.0,Metal
48369,101964.0,Other
48385,101965.0,Steel
48410,101966.0,Wood
48425,101967.0,Steel
48455,101968.0,Thermoplastic
48489,101969.0,Steel
48509,101970.0,Zinc
48568,101973.0,Nylon
48611,101975.0,Rubber
48691,101979.0,Steel
48693,101979.0,PVC
48713,101980.0,Wood
48714,101980.0,Plastic/Metal/Wood
48748,101981.0,Wood
48807,101984.0,Pet Polyester
48812,101984.0,0
48830,101985.0,Steel
48962,101990.0,Powder-Coated Steel
48985,101990.0,Powder-Coated Steel
49032,101991.0,Stainless Steel
49087,101994.0,Vinyl
49131,101996.0,Steel
49179,101998.0,Steel
49220,102000.0,Vitreous China
49413,102007.0,Plastic
49441,102009.0,Copper
49444,102009.0,Brass
49467,102010.0,Concrete
49486,102011.0,Wood
49489,102011.0,Wood
49533,102012.0,Other
49551,102013.0,Acrylonitrile Butadiene Styrene (ABS)
49574,102014.0,Foam
49575,102014.0,Steel
49593,102015.0,Stainless Steel
49619,102016.0,Brass
49641,102017.0,Ceramic
49662,102018.0,Steel
49682,102019.0,Vinyl
49698,102020.0,Other
49726,102021.0,Other Wood
49748,102022.0,Plastic
49772,102023.0,Plastic
49829,102026.0,Wood
49851,102027.0,Plastic
49870,102028.0,PVC
49895,102029.0,Vinyl
49943,102032.0,PVC
49964,102033.0,Manufactured from laminated particle board
49993,102034.0,Thermoplastic
50033,102035.0,Steel
50081,102037.0,Acrylic
50107,102038.0,Latex
50149,102039.0,Vitreous China
50168,102040.0,Steel
50196,102041.0,Synthetic
50218,102042.0,Cast-Iron
50277,102044.0,Plastic
50305,102045.0,Metal
50324,102046.0,Metal
50379,102048.0,Laminated Particle Board
50477,102050.0,Stainless Steel
50498,102051.0,Steel
50551,102053.0,Plastic
50570,102054.0,Wood
50636,102057.0,Metal
50666,102058.0,Stainless Steel
50697,102059.0,Medium Density Fiberboard (MDF)
50750,102061.0,Aluminum
50841,102065.0,Steel
50842,102065.0,Steel
50846,102065.0,Solid-surface materials
50903,102067.0,Vinyl
50939,102068.0,Metal
51010,102071.0,Particle Board
51067,102072.0,Porcelain
51088,102073.0,Metal
51164,102076.0,Galvanized Steel
51186,102077.0,Bamboo
51212,102079.0,Steel
51239,102080.0,Steel
51249,102081.0,Plastic
51325,102085.0,Steel
51367,102086.0,Ceramic
51421,102089.0,Laminate
51480,102091.0,Bamboo
51549,102094.0,Metal
51636,102098.0,Plastic
51653,102099.0,Aluminum
51671,102100.0,Plastic
51692,102101.0,Aluminum
51800,102105.0,Cross-Linked Polyethylene (PEX)
51835,102106.0,Steel
51878,102108.0,Manufactured from certified Environmentally Preferred laminated particle panel.
51907,102109.0,Metal
51931,102110.0,Metal
51962,102111.0,Acrylic
52005,102113.0,Aluminum
52071,102115.0,Metal
52087,102116.0,Black malleable iron
52092,102116.0,Iron
52126,102117.0,"MDF,PB, Engineered Wood"
52172,102119.0,Aluminum
52195,102120.0,Composite
52238,102121.0,Metal
52260,102122.0,Paper
52291,102123.0,Steel
52390,102127.0,Vitreous China
52438,102129.0,Comfort Grip
52475,102131.0,ABS
52504,102133.0,Zinc
52512,102133.0,Rubber
52534,102134.0,Fiberglass
52620,102137.0,Steel
52648,102138.0,Vinyl
52671,102139.0,Metal
52716,102141.0,Aluminum
52745,102142.0,Stainless Steel
52772,102144.0,Polyethylene
52795,102145.0,Brass
52831,102147.0,Vinyl
52849,102148.0,Wood
52857,102148.0,Other Wood
52871,102149.0,Other
52908,102151.0,Polyfiber
52909,102151.0,Aluminum
52958,102153.0,Steel
52995,102155.0,Bi-Metal
53008,102155.0,Multi-Purpose
53170,102161.0,Plastic
53244,102164.0,Painted Steel
53302,102166.0,Composite
53321,102167.0,Aluminum
53340,102168.0,Steel
53382,102169.0,Metal
53402,102170.0,Metal
53423,102171.0,Steel
53438,102172.0,Fiberglass
53546,102175.0,Particle Board
53571,102176.0,Concrete
53592,102177.0,Acrylic
53612,102178.0,Bamboo
53632,102179.0,Steel
53643,102180.0,Aluminum
53658,102180.0,Rubber
53687,102181.0,LAMINATED PARTICLE BOARD
53714,102182.0,Plastic
53773,102185.0,Acrylic
53794,102186.0,Vinyl
53826,102187.0,Composite
53852,102188.0,Vinyl
53951,102191.0,Vitreous China
54038,102193.0,No Shelf
54039,102193.0,Glass
54106,102196.0,Wood
54259,102203.0,Sand
54280,102204.0,Plastic
54306,102205.0,Chrome-Plated Steel
54307,102205.0,Porcelain
54323,102206.0,Other
54347,102207.0,Steel
54451,102213.0,Cast Iron
54562,102216.0,Nylon
54695,102220.0,Metal
54759,102224.0,Medium Density Fiberboard (MDF)
54811,102226.0,Powder-Coated Steel
54860,102228.0,Steel
54862,102228.0,Aluminum
54864,102228.0,Olefin
54901,102230.0,Wood
54959,102232.0,Vinyl
55026,102235.0,Cast Iron
55104,102237.0,Wood
55147,102239.0,Galvanized Steel
55214,102241.0,Vinyl
55236,102242.0,Recycled Foam
55246,102242.0,90
55268,102243.0,Solid Brass
55294,102244.0,Wood
55301,102244.0,Other Wood
55322,102245.0,Aluminum
55405,102247.0,Chrome-Plated Steel
55406,102247.0,Porcelain
55453,102249.0,Other
55513,102252.0,Plastic
55552,102253.0,Oil
55571,102254.0,Wood
55585,102255.0,Wood
55643,102258.0,Concrete
55692,102260.0,Glass
55753,102262.0,Galvanized Steel
55809,102264.0,Wood
55832,102265.0,Vitreous China
55877,102267.0,Vinyl
56020,102272.0,Polyester
56049,102273.0,Paper
56126,102276.0,Plastic
56142,102277.0,Composite
56201,102279.0,Vinyl
56281,102281.0,Glass
56306,102282.0,Other
56376,102285.0,Polyfiber
56377,102285.0,Steel
56417,102287.0,High Density Fiberboard (HDF)
56494,102289.0,Steel
56592,102293.0,Galvanized Steel
56607,102294.0,Multiple
56618,102294.0,Multi-Purpose
56660,102296.0,Polyurethane
56676,102297.0,Polyurethane
56742,102300.0,Steel
56765,102301.0,Aluminum
56787,102302.0,PVC
56847,102304.0,Vinyl
56872,102305.0,Metal
56938,102308.0,Rubber
56963,102309.0,Steel
56975,102310.0,Foam
56998,102311.0,Wood
57020,102312.0,Laminated Particle Board
57135,102317.0,Vitreous China
57176,102318.0,Fiberglass
57272,102323.0,Steel
57303,102324.0,Vitreous China
57345,102326.0,Wrought Iron
57404,102328.0,Metal
57435,102330.0,Polyurethane
57495,102332.0,Metal
57591,102335.0,Porcelain
57604,102336.0,Wood
57787,102342.0,Steel
57842,102343.0,Stainless Steel
57853,102344.0,Steel
57886,102346.0,Wood
57911,102347.0,Metal
57971,102350.0,Steel
58036,102352.0,Galvanized Steel
58068,102354.0,Aluminum
58095,102355.0,Vinyl
58170,102357.0,Epoxy/2 part
58205,102359.0,Steel
58225,102360.0,Wood
58239,102361.0,Multi-Purpose
58241,102361.0,Brass
58259,102362.0,Polypropylene
58275,102363.0,Polycarbonate
58312,102365.0,Steel
58332,102366.0,Vinyl
58342,102366.0,Vinyl
58386,102367.0,Fiberglass
58408,102369.0,Multi-Purpose
58411,102369.0,Brass
58431,102370.0,Steel
58472,102371.0,Marble
58530,102374.0,Medium Density Fiberboard (MDF)
58558,102375.0,Zinc
58580,102376.0,Aluminum
58602,102377.0,Galvanized Steel
58617,102378.0,Steel
58637,102379.0,Nylon
58681,102381.0,Vitreous China
58740,102385.0,Wood
58844,102389.0,Vinyl
59017,102395.0,Steel
59045,102396.0,Wood
59046,102396.0,Laminated Particle Board
59068,102397.0,Bamboo
59081,102398.0,Glass
59136,102401.0,Zinc
59156,102402.0,Metal
59209,102403.0,Wire
59210,102403.0,Glass
59225,102404.0,Concrete
59310,102406.0,Galvanized Steel
59349,102407.0,Ceramic
59412,102410.0,Aluminum
59456,102411.0,Vitreous China
59481,102412.0,Laminate
59509,102414.0,Composite
59510,102414.0,Other
59511,102414.0,Plastic
59535,102415.0,Wood
59573,102416.0,Ceramic
59600,102417.0,Stainless Steel
59628,102418.0,Plastic
59674,102420.0,Acrylonitrile Butadiene Styrene (ABS)
59782,102424.0,Polyfiber
59827,102427.0,Foam
59828,102427.0,Steel
59870,102429.0,Steel
59888,102430.0,Galvanized Steel
59943,102432.0,Metal
59992,102435.0,Polypropylene
59997,102435.0,0
60009,102436.0,Steel
60066,102438.0,Vitreous China
60102,102439.0,Synthetic
60174,102441.0,Fiberglass
60198,102443.0,Steel
60227,102444.0,Steel
60244,102445.0,Galvanized Steel
60263,102446.0,Zinc
60314,102448.0,Wood
60324,102448.0,Carbide
60344,102450.0,Concrete
60368,102451.0,Metal
60417,102452.0,Glass
60451,102453.0,Glass
60521,102457.0,Metal
60542,102458.0,Composite
60549,102458.0,Composite
60569,102459.0,Steel
60663,102463.0,Steel
60684,102464.0,Resin
60698,102465.0,Plastic
60717,102466.0,Steel
60718,102466.0,Steel
60722,102466.0,Solid-surface materials
60732,102467.0,Metal
60771,102468.0,Stone
60816,102470.0,Zinc
60835,102471.0,Vinyl
60867,102472.0,Synthetic
60977,102476.0,Metal
61041,102478.0,Steel
61069,102480.0,Vitreous China
61086,102481.0,Zinc
61105,102482.0,Fabric
61313,102488.0,Stainless Steel
61331,102489.0,Paper
61424,102493.0,Ceramic
61445,102494.0,Wood
61486,102495.0,Synthetic
61513,102496.0,Steel
61607,102501.0,Plastic
61642,102503.0,Porcelain-Coated Steel
61680,102504.0,Powder-Coated Steel
61758,102507.0,Steel
61782,102508.0,fabric
61783,102508.0,Fabric
61824,102510.0,Vitreous China
61853,102511.0,Vinyl
61965,102516.0,Concrete
62029,102520.0,Steel
62081,102523.0,Polypropylene
62157,102526.0,Steel
62228,102528.0,PVC
62247,102529.0,Plastic
62285,102531.0,Steel
62309,102532.0,Plastic
62361,102534.0,Steel
62398,102535.0,Composite
62494,102539.0,Plastic
62516,102540.0,Laminate
62683,102546.0,Wood
62700,102547.0,Laminate
62718,102548.0,Asphalt
62794,102551.0,Steel
62853,102554.0,Foam
62873,102555.0,Steel
62918,102556.0,Fiberglass
62958,102558.0,Other Wood
62970,102559.0,Polycarbonate
62991,102560.0,Other
63014,102561.0,Vinyl
63145,102564.0,Steel
63172,102565.0,Aluminum
63196,102566.0,Metal
63217,102567.0,Composite
63224,102567.0,Composite
63251,102569.0,Steel
63278,102570.0,Steel
63316,102572.0,Steel
63330,102572.0,Steel
63360,102575.0,Plastic
63409,102577.0,Wood
63455,102578.0,Ceramic
63469,102579.0,Fiberglass
63481,102580.0,Vinyl
63500,102581.0,Vinyl
63525,102582.0,Steel
63544,102583.0,Steel
63561,102585.0,Steel
63574,102585.0,Fiberglass
63661,102589.0,Rubber
63689,102590.0,Polyester
63742,102593.0,Bamboo
63751,102594.0,Steel
63773,102595.0,Composite
63790,102595.0,Particle Board
63806,102595.0,Engineered quartz composite
64027,102602.0,Concrete
64097,102605.0,Acrylic
64130,102606.0,Vitreous China
64148,102607.0,Silver
64189,102609.0,Steel
64203,102610.0,Plastic
64233,102611.0,Aluminum
64259,102612.0,Plastic
64286,102613.0,Vinyl
64346,102615.0,Stainless Steel
64375,102616.0,Wood
64386,102617.0,Fabric
64437,102619.0,Aluminum
64459,102620.0,Resin
64485,102621.0,Vinyl
64583,102624.0,Fiberglass
64605,102625.0,Wood
64634,102626.0,Thermoplastic
64672,102627.0,Cast Aluminum
64686,102627.0,Cast Aluminum
64711,102628.0,Composite
64813,102632.0,Black malleable iron
64817,102632.0,Iron
64835,102633.0,Plastic
64884,102635.0,Steel
64913,102636.0,Steel
64944,102637.0,Metal
65019,102640.0,Aluminum
65055,102641.0,Steel
65084,102642.0,Plastic
65090,102642.0,Plastic
65116,102643.0,Acrylic
65162,102645.0,Acrylic
65194,102648.0,Steel
65218,102649.0,Vinyl
65297,102651.0,Metal
65338,102653.0,Wood
65410,102656.0,Vinyl
65434,102657.0,Other
65451,102658.0,Plastic
65601,102665.0,Steel
65615,102666.0,Steel
65693,102669.0,Steel
65699,102669.0,Stainless Steel
65720,102670.0,Metal
65742,102671.0,Aluminum
65785,102673.0,Plastic
65810,102674.0,Vinyl
65872,102678.0,Resin
65897,102679.0,Vinyl
65931,102680.0,Chrome-Plated Steel
65932,102680.0,Porcelain
65945,102681.0,Steel
65953,102682.0,Composite
65968,102682.0,Particle Board
66022,102685.0,Rubber
66043,102686.0,Plastic
66059,102687.0,Comfort Grip
66163,102691.0,Steel
66188,102692.0,Composite
66276,102695.0,Steel
66319,102697.0,Steel
66346,102698.0,Wood
66414,102699.0,Stainless Steel
66425,102700.0,Wood
66482,102702.0,Carbon Steel
66546,102705.0,Steel
66548,102705.0,Polyester
66569,102706.0,Manufactured from certified Environmentally Preferred laminated particle panels.
66659,102710.0,Vitreous China
66712,102712.0,Steel
66748,102714.0,Plastic
66803,102716.0,Olefin
66809,102716.0,0
66810,102716.0,Synthetic
66824,102717.0,Laminate
66841,102718.0,Wood
66905,102720.0,PVC
66930,102721.0,Steel
67000,102724.0,Steel
67015,102724.0,Steel
67031,102725.0,Wood
67070,102728.0,PVC
67084,102729.0,Brass
67105,102730.0,Metal
67124,102731.0,"30% diisononyl phthalate, 28% PVC, 25% calcium carbonate, 17% polyester"
67130,102731.0,100
67311,102738.0,Glass
67320,102739.0,Aluminum
67322,102739.0,Poly
67338,102740.0,Aluminum
67382,102742.0,Multi-Purpose
67387,102742.0,Steel
67442,102745.0,Steel
67492,102747.0,Galvanized Steel
67509,102747.0,Steel
67565,102748.0,Wire
67566,102748.0,Glass
67610,102750.0,Plastic
67613,102750.0,Plastic
67675,102752.0,Plastic
67681,102752.0,Plastic
67692,102753.0,Vinyl
67739,102755.0,Other Wood
67829,102758.0,Synthetic
67861,102761.0,water
67940,102764.0,Wood
67957,102765.0,Metal
68002,102767.0,Resin
68060,102769.0,Wood
68078,102770.0,Composite
68108,102772.0,Steel
68143,102774.0,Multi-Purpose
68153,102774.0,Carbide
68163,102775.0,Copper
68192,102776.0,Brass
68258,102779.0,Ceramic
68278,102780.0,Aluminum
68450,102787.0,Resin
68576,102790.0,Glass
68625,102792.0,Epoxy/2 part
68812,102800.0,Ceramic
68875,102803.0,Plastic
68926,102805.0,Water
68979,102807.0,Metal
69033,102809.0,Wood
69074,102811.0,Metal
69168,102814.0,Plastic
69201,102815.0,Vinyl
69234,102816.0,Acrylic
69349,102821.0,Vinyl
69400,102823.0,Glass
69425,102824.0,Glass
69446,102825.0,Plastic
69481,102827.0,"MDF,PB"
69495,102828.0,Aluminum
69505,102828.0,Rubber
69526,102829.0,Metal
69645,102836.0,Epoxy/2 part
69680,102837.0,Steel
69706,102838.0,Polyfiber
69772,102840.0,Porcelain
69866,102844.0,Wood
69921,102846.0,Steel
70040,102850.0,Steel
70069,102851.0,Vinyl
70108,102852.0,Steel
70195,102855.0,Galvanized Steel
70230,102857.0,Plastic
70248,102858.0,Fibre Reinforced Polymer (FRP)
70300,102861.0,PVC
70417,102864.0,Steel
70435,102865.0,Metal
70559,102870.0,Plastic
70602,102872.0,Fiberglass
70677,102874.0,Wood
70723,102876.0,"MDF,PB"
70752,102877.0,Vinyl
70823,102880.0,Synthetic
70868,102882.0,Steel
70928,102885.0,Concrete
70975,102886.0,Marble
71021,102888.0,Fiberglass
71073,102889.0,Metal
71115,102890.0,Steel
71173,102891.0,Porcelain
71237,102894.0,Steel
71255,102895.0,Wood
71264,102895.0,Wood
71284,102896.0,100% post-industrial recycled synthetic fibers with a non-skid rubber backing
71290,102896.0,90
71317,102897.0,Foam
71318,102897.0,Steel
71332,102897.0,Steel
71358,102898.0,Synthetic
